online user,# Spark workers,#VMs,size of data,Amount of memory of workers,# cores of workers,total memory of VMs,#cores of VMs,Ave response time
5,1,1,100 KB,14 GB,4,64 GB,16,2.731890525
5,1,1,100 KB,14 GB,4,64 GB,16,1.198356028
5,1,1,100 KB,14 GB,4,64 GB,16,1.030895163
5,1,1,100 KB,14 GB,4,64 GB,16,0.876040236
5,1,1,100 KB,14 GB,4,64 GB,16,0.831473873
5,1,1,100 KB,14 GB,4,64 GB,16,0.768431072
5,1,1,100 KB,14 GB,4,64 GB,16,0.753287498
5,1,1,100 KB,14 GB,4,64 GB,16,0.722745353
5,1,1,100 KB,14 GB,4,64 GB,16,0.71088118
5,1,1,100 KB,14 GB,4,64 GB,16,0.69164789
5,1,1,100 KB,14 GB,4,64 GB,16,0.682096435
5,1,1,100 KB,14 GB,4,64 GB,16,0.668134143
5,1,1,100 KB,14 GB,4,64 GB,16,0.659674048
5,1,1,100 KB,14 GB,4,64 GB,16,0.647952762
5,1,1,100 KB,14 GB,4,64 GB,16,0.643159673
5,1,1,100 KB,14 GB,4,64 GB,16,0.635283965
5,1,1,100 KB,14 GB,4,64 GB,16,0.63119558
5,1,1,100 KB,14 GB,4,64 GB,16,0.624498119
5,1,1,100 KB,14 GB,4,64 GB,16,0.622034773
15,1,1,100 KB,14 GB,4,64 GB,16,0.662451834
15,1,1,100 KB,14 GB,4,64 GB,16,0.688402312
15,1,1,100 KB,14 GB,4,64 GB,16,0.731893437
15,1,1,100 KB,14 GB,4,64 GB,16,0.748979592
15,1,1,100 KB,14 GB,4,64 GB,16,0.785497615
15,1,1,100 KB,14 GB,4,64 GB,16,0.801976067
15,1,1,100 KB,14 GB,4,64 GB,16,0.827727826
15,1,1,100 KB,14 GB,4,64 GB,16,0.838410713
15,1,1,100 KB,14 GB,4,64 GB,16,0.860702927
15,1,1,100 KB,14 GB,4,64 GB,16,0.870542014
15,1,1,100 KB,14 GB,4,64 GB,16,0.888741892
15,1,1,100 KB,14 GB,4,64 GB,16,0.896056053
15,1,1,100 KB,14 GB,4,64 GB,16,0.912183074
15,1,1,100 KB,14 GB,4,64 GB,16,0.917223325
15,1,1,100 KB,14 GB,4,64 GB,16,0.930030487
15,1,1,100 KB,14 GB,4,64 GB,16,0.936470378
15,1,1,100 KB,14 GB,4,64 GB,16,0.948740853
15,1,1,100 KB,14 GB,4,64 GB,16,0.954093051
15,1,1,100 KB,14 GB,4,64 GB,16,0.964180579
15,1,1,100 KB,14 GB,4,64 GB,16,0.967126704
20,1,1,100 KB,14 GB,4,64 GB,16,0.985125051
20,1,1,100 KB,14 GB,4,64 GB,16,0.995488709
20,1,1,100 KB,14 GB,4,64 GB,16,1.015804089
20,1,1,100 KB,14 GB,4,64 GB,16,1.02699842
20,1,1,100 KB,14 GB,4,64 GB,16,1.047671048
20,1,1,100 KB,14 GB,4,64 GB,16,1.056117333
20,1,1,100 KB,14 GB,4,64 GB,16,1.071738172
20,1,1,100 KB,14 GB,4,64 GB,16,1.079533991
20,1,1,100 KB,14 GB,4,64 GB,16,1.096079096
20,1,1,100 KB,14 GB,4,64 GB,16,1.105906588
20,1,1,100 KB,14 GB,4,64 GB,16,1.119401216
20,1,1,100 KB,14 GB,4,64 GB,16,1.125785613
20,1,1,100 KB,14 GB,4,64 GB,16,1.136501854
20,1,1,100 KB,14 GB,4,64 GB,16,1.141288241
20,1,1,100 KB,14 GB,4,64 GB,16,1.152153613
20,1,1,100 KB,14 GB,4,64 GB,16,1.158535053
20,1,1,100 KB,14 GB,4,64 GB,16,1.168392518
20,1,1,100 KB,14 GB,4,64 GB,16,1.173924795
20,1,1,100 KB,14 GB,4,64 GB,16,1.183604365
20,1,1,100 KB,14 GB,4,64 GB,16,1.187620274
5,1,1,100 KB,14 GB,4,64 GB,16,1.182188149
5,1,1,100 KB,14 GB,4,64 GB,16,1.176454112
5,1,1,100 KB,14 GB,4,64 GB,16,1.165971507
5,1,1,100 KB,14 GB,4,64 GB,16,1.160446166
5,1,1,100 KB,14 GB,4,64 GB,16,1.149777577
5,1,1,100 KB,14 GB,4,64 GB,16,1.144718007
5,1,1,100 KB,14 GB,4,64 GB,16,1.134589253
5,1,1,100 KB,14 GB,4,64 GB,16,1.129274158
5,1,1,100 KB,14 GB,4,64 GB,16,1.119341516
5,1,1,100 KB,14 GB,4,64 GB,16,1.115141813
5,1,1,100 KB,14 GB,4,64 GB,16,1.106026206
5,1,1,100 KB,14 GB,4,64 GB,16,1.101525376
5,1,1,100 KB,14 GB,4,64 GB,16,1.092040856
5,1,1,100 KB,14 GB,4,64 GB,16,1.087662796
5,1,1,100 KB,14 GB,4,64 GB,16,1.07914134
5,1,1,100 KB,14 GB,4,64 GB,16,1.075073159
5,1,1,100 KB,14 GB,4,64 GB,16,1.067190756
5,1,1,100 KB,14 GB,4,64 GB,16,1.062988956
5,1,1,100 KB,14 GB,4,64 GB,16,1.055040581
5,1,1,100 KB,14 GB,4,64 GB,16,1.051288157
10,1,1,100 KB,14 GB,4,64 GB,16,1.046608909
10,1,1,100 KB,14 GB,4,64 GB,16,1.044877643
10,1,1,100 KB,14 GB,4,64 GB,16,1.043286239
10,1,1,100 KB,14 GB,4,64 GB,16,1.042310491
10,1,1,100 KB,14 GB,4,64 GB,16,1.040539796
10,1,1,100 KB,14 GB,4,64 GB,16,1.039282694
10,1,1,100 KB,14 GB,4,64 GB,16,1.036468666
10,1,1,100 KB,14 GB,4,64 GB,16,1.035092321
10,1,1,100 KB,14 GB,4,64 GB,16,1.031649004
10,1,1,100 KB,14 GB,4,64 GB,16,1.030463293
10,1,1,100 KB,14 GB,4,64 GB,16,1.027516125
10,1,1,100 KB,14 GB,4,64 GB,16,1.026335684
10,1,1,100 KB,14 GB,4,64 GB,16,1.023559044
10,1,1,100 KB,14 GB,4,64 GB,16,1.022143007
10,1,1,100 KB,14 GB,4,64 GB,16,1.01877103
10,1,1,100 KB,14 GB,4,64 GB,16,1.017391951
10,1,1,100 KB,14 GB,4,64 GB,16,1.014574354
10,1,1,100 KB,14 GB,4,64 GB,16,1.012945222
10,1,1,100 KB,14 GB,4,64 GB,16,1.010427044
10,1,1,100 KB,14 GB,4,64 GB,16,1.008705072
5,1,1,100 KB,14 GB,4,64 GB,16,1.003883056
5,1,1,100 KB,14 GB,4,64 GB,16,1.00125034
5,1,1,100 KB,14 GB,4,64 GB,16,0.996361232
5,1,1,100 KB,14 GB,4,64 GB,16,0.993912203
5,1,1,100 KB,14 GB,4,64 GB,16,0.989092339
5,1,1,100 KB,14 GB,4,64 GB,16,0.98671935
5,1,1,100 KB,14 GB,4,64 GB,16,0.981999271
5,1,1,100 KB,14 GB,4,64 GB,16,0.979686336
5,1,1,100 KB,14 GB,4,64 GB,16,0.975138708
5,1,1,100 KB,14 GB,4,64 GB,16,0.972833258
5,1,1,100 KB,14 GB,4,64 GB,16,0.96843267
5,1,1,100 KB,14 GB,4,64 GB,16,0.966299845
5,1,1,100 KB,14 GB,4,64 GB,16,0.962222334
5,1,1,100 KB,14 GB,4,64 GB,16,0.959938783
5,1,1,100 KB,14 GB,4,64 GB,16,0.95595191
5,1,1,100 KB,14 GB,4,64 GB,16,0.953624967
5,1,1,100 KB,14 GB,4,64 GB,16,0.949612963
5,1,1,100 KB,14 GB,4,64 GB,16,0.9476771
5,1,1,100 KB,14 GB,4,64 GB,16,0.94401465
5,1,1,100 KB,14 GB,4,64 GB,16,0.942386125
5,1,1,100 KB,14 GB,4,64 GB,16,0.94107582
5,2,1,100 KB,28 GB,8,64 GB,16,3.941712626
5,2,1,100 KB,28 GB,8,64 GB,16,1.421439269
5,2,1,100 KB,28 GB,8,64 GB,16,1.165633238
5,2,1,100 KB,28 GB,8,64 GB,16,0.960812717
5,2,1,100 KB,28 GB,8,64 GB,16,0.90145717
5,2,1,100 KB,28 GB,8,64 GB,16,0.824505307
5,2,1,100 KB,28 GB,8,64 GB,16,0.794823037
5,2,1,100 KB,28 GB,8,64 GB,16,0.756175567
5,2,1,100 KB,28 GB,8,64 GB,16,0.743667935
5,2,1,100 KB,28 GB,8,64 GB,16,0.723984063
5,2,1,100 KB,28 GB,8,64 GB,16,0.714308689
5,2,1,100 KB,28 GB,8,64 GB,16,0.699538504
5,2,1,100 KB,28 GB,8,64 GB,16,0.694005626
5,2,1,100 KB,28 GB,8,64 GB,16,0.679994417
5,2,1,100 KB,28 GB,8,64 GB,16,0.673260905
5,2,1,100 KB,28 GB,8,64 GB,16,0.661790412
5,2,1,100 KB,28 GB,8,64 GB,16,0.655756294
5,2,1,100 KB,28 GB,8,64 GB,16,0.647923358
5,2,1,100 KB,28 GB,8,64 GB,16,0.64450151
15,2,1,100 KB,28 GB,8,64 GB,16,0.67910796
15,2,1,100 KB,28 GB,8,64 GB,16,0.701397717
15,2,1,100 KB,28 GB,8,64 GB,16,0.741563649
15,2,1,100 KB,28 GB,8,64 GB,16,0.75822963
15,2,1,100 KB,28 GB,8,64 GB,16,0.78673185
15,2,1,100 KB,28 GB,8,64 GB,16,0.802106565
15,2,1,100 KB,28 GB,8,64 GB,16,0.828211007
15,2,1,100 KB,28 GB,8,64 GB,16,0.840031645
15,2,1,100 KB,28 GB,8,64 GB,16,0.861188207
15,2,1,100 KB,28 GB,8,64 GB,16,0.871729306
15,2,1,100 KB,28 GB,8,64 GB,16,0.888615935
15,2,1,100 KB,28 GB,8,64 GB,16,0.896344187
15,2,1,100 KB,28 GB,8,64 GB,16,0.909257399
15,2,1,100 KB,28 GB,8,64 GB,16,0.916085817
15,2,1,100 KB,28 GB,8,64 GB,16,0.927486403
15,2,1,100 KB,28 GB,8,64 GB,16,0.933074985
15,2,1,100 KB,28 GB,8,64 GB,16,0.943011438
15,2,1,100 KB,28 GB,8,64 GB,16,0.947500166
15,2,1,100 KB,28 GB,8,64 GB,16,0.95544594
15,2,1,100 KB,28 GB,8,64 GB,16,0.958447661
20,2,1,100 KB,28 GB,8,64 GB,16,0.973961691
20,2,1,100 KB,28 GB,8,64 GB,16,0.985158933
20,2,1,100 KB,28 GB,8,64 GB,16,1.005495749
20,2,1,100 KB,28 GB,8,64 GB,16,1.014667792
20,2,1,100 KB,28 GB,8,64 GB,16,1.034500556
20,2,1,100 KB,28 GB,8,64 GB,16,1.043313697
20,2,1,100 KB,28 GB,8,64 GB,16,1.060221782
20,2,1,100 KB,28 GB,8,64 GB,16,1.068630864
20,2,1,100 KB,28 GB,8,64 GB,16,1.083229871
20,2,1,100 KB,28 GB,8,64 GB,16,1.093139796
20,2,1,100 KB,28 GB,8,64 GB,16,1.107942382
20,2,1,100 KB,28 GB,8,64 GB,16,1.113737877
20,2,1,100 KB,28 GB,8,64 GB,16,1.12600594
20,2,1,100 KB,28 GB,8,64 GB,16,1.131725305
20,2,1,100 KB,28 GB,8,64 GB,16,1.142365247
20,2,1,100 KB,28 GB,8,64 GB,16,1.146757431
20,2,1,100 KB,28 GB,8,64 GB,16,1.155256124
20,2,1,100 KB,28 GB,8,64 GB,16,1.15935217
20,2,1,100 KB,28 GB,8,64 GB,16,1.169199128
20,2,1,100 KB,28 GB,8,64 GB,16,1.173996856
5,2,1,100 KB,28 GB,8,64 GB,16,1.170663633
5,2,1,100 KB,28 GB,8,64 GB,16,1.165029905
5,2,1,100 KB,28 GB,8,64 GB,16,1.153653222
5,2,1,100 KB,28 GB,8,64 GB,16,1.14768962
5,2,1,100 KB,28 GB,8,64 GB,16,1.13701433
5,2,1,100 KB,28 GB,8,64 GB,16,1.132396768
5,2,1,100 KB,28 GB,8,64 GB,16,1.123225977
5,2,1,100 KB,28 GB,8,64 GB,16,1.118528821
5,2,1,100 KB,28 GB,8,64 GB,16,1.109932905
5,2,1,100 KB,28 GB,8,64 GB,16,1.105972637
5,2,1,100 KB,28 GB,8,64 GB,16,1.097682591
5,2,1,100 KB,28 GB,8,64 GB,16,1.09329728
5,2,1,100 KB,28 GB,8,64 GB,16,1.084857326
5,2,1,100 KB,28 GB,8,64 GB,16,1.080971654
5,2,1,100 KB,28 GB,8,64 GB,16,1.073023959
5,2,1,100 KB,28 GB,8,64 GB,16,1.069391927
5,2,1,100 KB,28 GB,8,64 GB,16,1.062591433
5,2,1,100 KB,28 GB,8,64 GB,16,1.059438938
5,2,1,100 KB,28 GB,8,64 GB,16,1.052443031
5,2,1,100 KB,28 GB,8,64 GB,16,1.049180454
10,2,1,100 KB,28 GB,8,64 GB,16,1.044030462
10,2,1,100 KB,28 GB,8,64 GB,16,1.042425383
10,2,1,100 KB,28 GB,8,64 GB,16,1.038623549
10,2,1,100 KB,28 GB,8,64 GB,16,1.036785058
10,2,1,100 KB,28 GB,8,64 GB,16,1.033720573
10,2,1,100 KB,28 GB,8,64 GB,16,1.032632559
10,2,1,100 KB,28 GB,8,64 GB,16,1.030312452
10,2,1,100 KB,28 GB,8,64 GB,16,1.029247194
10,2,1,100 KB,28 GB,8,64 GB,16,1.025981407
10,2,1,100 KB,28 GB,8,64 GB,16,1.024211148
10,2,1,100 KB,28 GB,8,64 GB,16,1.020313005
10,2,1,100 KB,28 GB,8,64 GB,16,1.019010276
10,2,1,100 KB,28 GB,8,64 GB,16,1.016886854
10,2,1,100 KB,28 GB,8,64 GB,16,1.015908
10,2,1,100 KB,28 GB,8,64 GB,16,1.013702074
10,2,1,100 KB,28 GB,8,64 GB,16,1.012536284
10,2,1,100 KB,28 GB,8,64 GB,16,1.009879772
10,2,1,100 KB,28 GB,8,64 GB,16,1.008059119
10,2,1,100 KB,28 GB,8,64 GB,16,1.005003345
10,2,1,100 KB,28 GB,8,64 GB,16,1.003259757
5,2,1,100 KB,28 GB,8,64 GB,16,0.998733959
5,2,1,100 KB,28 GB,8,64 GB,16,0.996140292
5,2,1,100 KB,28 GB,8,64 GB,16,0.991207463
5,2,1,100 KB,28 GB,8,64 GB,16,0.98883969
5,2,1,100 KB,28 GB,8,64 GB,16,0.98437745
5,2,1,100 KB,28 GB,8,64 GB,16,0.982130213
5,2,1,100 KB,28 GB,8,64 GB,16,0.977904803
5,2,1,100 KB,28 GB,8,64 GB,16,0.975538911
5,2,1,100 KB,28 GB,8,64 GB,16,0.971165476
5,2,1,100 KB,28 GB,8,64 GB,16,0.968786364
5,2,1,100 KB,28 GB,8,64 GB,16,0.964230687
5,2,1,100 KB,28 GB,8,64 GB,16,0.962306204
5,2,1,100 KB,28 GB,8,64 GB,16,0.95805133
5,2,1,100 KB,28 GB,8,64 GB,16,0.955967469
5,2,1,100 KB,28 GB,8,64 GB,16,0.952118865
5,2,1,100 KB,28 GB,8,64 GB,16,0.95032246
5,2,1,100 KB,28 GB,8,64 GB,16,0.946861469
5,2,1,100 KB,28 GB,8,64 GB,16,0.944927093
5,2,1,100 KB,28 GB,8,64 GB,16,0.941049333
5,2,1,100 KB,28 GB,8,64 GB,16,0.939308263
5,2,1,100 KB,28 GB,8,64 GB,16,0.937341356
5,2,1,100 KB,28 GB,8,64 GB,16,0.937341356
5,3,1,100 KB,42 GB,12,64 GB,16,17.20540485
5,3,1,100 KB,42 GB,12,64 GB,16,1.652287446
5,3,1,100 KB,42 GB,12,64 GB,16,1.328581166
5,3,1,100 KB,42 GB,12,64 GB,16,1.013402562
5,3,1,100 KB,42 GB,12,64 GB,16,0.935744003
5,3,1,100 KB,42 GB,12,64 GB,16,0.850998644
5,3,1,100 KB,42 GB,12,64 GB,16,0.819854959
5,3,1,100 KB,42 GB,12,64 GB,16,0.777756896
5,3,1,100 KB,42 GB,12,64 GB,16,0.759456768
5,3,1,100 KB,42 GB,12,64 GB,16,0.73398285
5,3,1,100 KB,42 GB,12,64 GB,16,0.727903089
5,3,1,100 KB,42 GB,12,64 GB,16,0.711952722
5,3,1,100 KB,42 GB,12,64 GB,16,0.705558982
5,3,1,100 KB,42 GB,12,64 GB,16,0.69306309
5,3,1,100 KB,42 GB,12,64 GB,16,0.685311044
5,3,1,100 KB,42 GB,12,64 GB,16,0.675070316
5,3,1,100 KB,42 GB,12,64 GB,16,0.671893983
5,3,1,100 KB,42 GB,12,64 GB,16,0.666126336
5,3,1,100 KB,42 GB,12,64 GB,16,0.662255362
15,3,1,100 KB,42 GB,12,64 GB,16,0.67994357
15,3,1,100 KB,42 GB,12,64 GB,16,0.710590884
15,3,1,100 KB,42 GB,12,64 GB,16,0.757338546
15,3,1,100 KB,42 GB,12,64 GB,16,0.779934222
15,3,1,100 KB,42 GB,12,64 GB,16,0.818913012
15,3,1,100 KB,42 GB,12,64 GB,16,0.833948622
15,3,1,100 KB,42 GB,12,64 GB,16,0.860361106
15,3,1,100 KB,42 GB,12,64 GB,16,0.873735637
15,3,1,100 KB,42 GB,12,64 GB,16,0.895210182
15,3,1,100 KB,42 GB,12,64 GB,16,0.904791102
15,3,1,100 KB,42 GB,12,64 GB,16,0.924673384
15,3,1,100 KB,42 GB,12,64 GB,16,0.933601373
15,3,1,100 KB,42 GB,12,64 GB,16,0.949506804
15,3,1,100 KB,42 GB,12,64 GB,16,0.957224276
15,3,1,100 KB,42 GB,12,64 GB,16,0.969339191
15,3,1,100 KB,42 GB,12,64 GB,16,0.974176155
15,3,1,100 KB,42 GB,12,64 GB,16,0.984050755
15,3,1,100 KB,42 GB,12,64 GB,16,0.988512
15,3,1,100 KB,42 GB,12,64 GB,16,0.997760199
15,3,1,100 KB,42 GB,12,64 GB,16,1.003916816
20,3,1,100 KB,42 GB,12,64 GB,16,1.018347102
20,3,1,100 KB,42 GB,12,64 GB,16,1.030026773
20,3,1,100 KB,42 GB,12,64 GB,16,1.051573808
20,3,1,100 KB,42 GB,12,64 GB,16,1.061834608
20,3,1,100 KB,42 GB,12,64 GB,16,1.079724608
20,3,1,100 KB,42 GB,12,64 GB,16,1.088658566
20,3,1,100 KB,42 GB,12,64 GB,16,1.109874445
20,3,1,100 KB,42 GB,12,64 GB,16,1.121941516
20,3,1,100 KB,42 GB,12,64 GB,16,1.137166453
20,3,1,100 KB,42 GB,12,64 GB,16,1.144053795
20,3,1,100 KB,42 GB,12,64 GB,16,1.157602405
20,3,1,100 KB,42 GB,12,64 GB,16,1.163652675
20,3,1,100 KB,42 GB,12,64 GB,16,1.172874059
20,3,1,100 KB,42 GB,12,64 GB,16,1.177503121
20,3,1,100 KB,42 GB,12,64 GB,16,1.188302456
20,3,1,100 KB,42 GB,12,64 GB,16,1.192810434
20,3,1,100 KB,42 GB,12,64 GB,16,1.201922945
20,3,1,100 KB,42 GB,12,64 GB,16,1.207028279
20,3,1,100 KB,42 GB,12,64 GB,16,1.215085312
20,3,1,100 KB,42 GB,12,64 GB,16,1.218749754
5,3,1,100 KB,42 GB,12,64 GB,16,1.218545669
5,3,1,100 KB,42 GB,12,64 GB,16,1.212246489
5,3,1,100 KB,42 GB,12,64 GB,16,1.199612136
5,3,1,100 KB,42 GB,12,64 GB,16,1.193676989
5,3,1,100 KB,42 GB,12,64 GB,16,1.182587063
5,3,1,100 KB,42 GB,12,64 GB,16,1.176995295
5,3,1,100 KB,42 GB,12,64 GB,16,1.167138961
5,3,1,100 KB,42 GB,12,64 GB,16,1.162364691
5,3,1,100 KB,42 GB,12,64 GB,16,1.153114358
5,3,1,100 KB,42 GB,12,64 GB,16,1.149021781
5,3,1,100 KB,42 GB,12,64 GB,16,1.13900512
5,3,1,100 KB,42 GB,12,64 GB,16,1.134233203
5,3,1,100 KB,42 GB,12,64 GB,16,1.124159842
5,3,1,100 KB,42 GB,12,64 GB,16,1.119524902
5,3,1,100 KB,42 GB,12,64 GB,16,1.11038383
5,3,1,100 KB,42 GB,12,64 GB,16,1.106074802
5,3,1,100 KB,42 GB,12,64 GB,16,1.097633072
5,3,1,100 KB,42 GB,12,64 GB,16,1.093664979
5,3,1,100 KB,42 GB,12,64 GB,16,1.085904726
5,3,1,100 KB,42 GB,12,64 GB,16,1.082194951
10,3,1,100 KB,42 GB,12,64 GB,16,1.075528199
10,3,1,100 KB,42 GB,12,64 GB,16,1.073069687
10,3,1,100 KB,42 GB,12,64 GB,16,1.068829781
10,3,1,100 KB,42 GB,12,64 GB,16,1.067109691
10,3,1,100 KB,42 GB,12,64 GB,16,1.062503789
10,3,1,100 KB,42 GB,12,64 GB,16,1.060836927
10,3,1,100 KB,42 GB,12,64 GB,16,1.057229496
10,3,1,100 KB,42 GB,12,64 GB,16,1.055631379
10,3,1,100 KB,42 GB,12,64 GB,16,1.052289758
10,3,1,100 KB,42 GB,12,64 GB,16,1.050752356
10,3,1,100 KB,42 GB,12,64 GB,16,1.047359137
10,3,1,100 KB,42 GB,12,64 GB,16,1.045503801
10,3,1,100 KB,42 GB,12,64 GB,16,1.042090809
10,3,1,100 KB,42 GB,12,64 GB,16,1.040249757
10,3,1,100 KB,42 GB,12,64 GB,16,1.036819192
10,3,1,100 KB,42 GB,12,64 GB,16,1.035369682
10,3,1,100 KB,42 GB,12,64 GB,16,1.031952571
10,3,1,100 KB,42 GB,12,64 GB,16,1.030273594
10,3,1,100 KB,42 GB,12,64 GB,16,1.027180666
10,3,1,100 KB,42 GB,12,64 GB,16,1.026154727
5,3,1,100 KB,42 GB,12,64 GB,16,1.022602989
5,3,1,100 KB,42 GB,12,64 GB,16,1.019917013
5,3,1,100 KB,42 GB,12,64 GB,16,1.014471699
5,3,1,100 KB,42 GB,12,64 GB,16,1.011826125
5,3,1,100 KB,42 GB,12,64 GB,16,1.006330747
5,3,1,100 KB,42 GB,12,64 GB,16,1.003815479
